,Champion**Item,picks
12515,Irelia**Axiom Arc,3
12516,Brand**Seraph's Embrace,3
12517,Lulu**Nashor's Tooth,3
12518,Talon**Black Mist Scythe,3
12519,Yasuo**Dark Seal,3
12520,Singed**Knight's Vow,3
12521,Blitzcrank**Berserker's Greaves,3
12522,Chogath**Frostfang,3
12523,Malphite**Wit's End,3
12524,Bard**Long Sword,3
12525,Lulu**Recurve Bow,3
12526,Zed**Pauldrons of Whiterock,3
12527,Udyr**Chempunk Chainsword,3
12528,Viego**Runesteel Spaulders,3
12529,Bard**Ornn upgraded item,1
12530,Ahri**Null-Magic Mantle,3
12531,Corki**Ruby Crystal,3
12532,Ryze**Gargoyle Stoneplate,3
12533,RekSai**Emberknife,3
12534,Alistar**Cull,3
12535,Pyke**Commencing Stopwatch,3
12536,Karma**Archangel's Staff,3
12537,Nunu**Corrupting Potion,3
12538,Lulu**Evenshroud,3
12539,RekSai**Health Potion,3
12540,Olaf**Fimbulwinter,3
12541,Qiyana**Amplifying Tome,3
12542,Ashe**Randuin's Omen,3
12543,Lulu**Randuin's Omen,3
12544,Leblanc**Recurve Bow,3
12545,Teemo**Winged Moonplate,3
12546,Orianna**Bandleglass Mirror,3
12547,Tryndamere**Dark Seal,3
12548,Nidalee**Anathema's Chains,3
12549,Qiyana**Pauldrons of Whiterock,3
12550,Trundle**Watchful Wardstone,3
12551,Vex**Commencing Stopwatch,3
12552,Maokai**Rabadon's Deathcap,3
12553,Corki**Giant's Belt,3
12554,Aphelios**Silvermere Dawn,3
12555,Mordekaiser**Hearthbound Axe,3
12556,Sejuani**Mobility Boots,3
12557,Skarner**Demonic Embrace,3
12558,Swain**Force of Nature,3
12559,Yone**Anathema's Chains,3
12560,Darius**Eclipse,3
12561,Sylas**Winged Moonplate,3
12562,Camille**Guinsoo's Rageblade,3
12563,JarvanIV**Muramana,3
12564,Kayn**Glacial Buckler,3
12565,Garen**Ornn upgraded item,3
12566,Jinx**Kindlegem,3
12567,Talon**Elixir of Wrath,3
12568,Akshan**Ruby Crystal,3
12569,Ezreal**Corrupting Potion,3
12570,Chogath**Divine Sunderer,3
12571,Evelynn**Plated Steelcaps,3
12572,Gangplank**Sorcerer's Shoes,3
12573,Annie**Vigilant Wardstone,3
12574,Amumu**Slightly Magical Footwear,3
12575,Ezreal**Elixir of Wrath,3
12576,Zilean**Frozen Heart,3
12577,Ziggs**Galeforce,3
12578,Taliyah**Faerie Charm,3
12579,Taric**Watchful Wardstone,3
12580,Ekko**Spectre's Cowl,3
12581,Talon**Mercurial Scimitar,3
12582,Ekko**Shard of True Ice,3
12583,Kayle**Caulfield's Warhammer,3
12584,TahmKench**Relic Shield,3
12585,Talon**Warden's Mail,3
12586,Swain**Boots of Swiftness,3
12587,Darius**Hailblade,3
12588,Trundle**Rejuvenation Bead,3
12589,Nocturne**Sheen,3
12590,Quinn**Pauldrons of Whiterock,3
12591,Malzahar**Fimbulwinter,3
12592,Poppy**Faerie Charm,3
12593,Orianna**Your Cut,3
12594,Khazix**Spectre's Cowl,3
12595,Viktor**Negatron Cloak,3
12596,Riven**Navori Quickblades,3
12597,Ziggs**Fimbulwinter,3
12598,Teemo**Phage,3
12599,Fiora**Anathema's Chains,3
12600,Gnar**Warmog's Armor,3
12601,Janna**Lich Bane,3
12602,Galio**Watchful Wardstone,3
12603,Leblanc**Dagger,3
12604,Rammus**Corrupting Potion,3
12605,Akshan**Manamune,3
12606,Talon**Winter's Approach,3
12607,Udyr**Immortal Shieldbow,3
12608,Draven**Hullbreaker,3
12609,Yuumi**Cloak of Agility,3
12610,Sona**Spirit Visage,3
12611,Taliyah**Lich Bane,3
12612,Sona**Knight's Vow,3
12613,MissFortune**Hearthbound Axe,3
12614,Vladimir**Dead Man's Plate,3
12615,Gnar**Aether Wisp,3
12616,Amumu**Chemtech Putrifier,3
12617,Irelia**Blasting Wand,3
12618,Gwen**Mobility Boots,3
12619,MasterYi**Black Cleaver,3
12620,Karthus**Caulfield's Warhammer,3
12621,Nidalee**Phage,3
12622,Orianna**Frostfang,3
12623,Evelynn**Corrupting Potion,3
12624,Volibear**Bulwark of the Mountain,3
12625,Sejuani**Oblivion Orb,3
12626,Jinx**Anathema's Chains,3
12627,Sylas**Force of Nature,3
12628,Poppy**Emberknife,3
12629,Jayce**Mortal Reminder,3
12630,TahmKench**Runesteel Spaulders,3
12631,Diana**Anathema's Chains,3
12632,Vi**Mobility Boots,3
12633,Shaco**Targon's Buckler,3
12634,JarvanIV**Recurve Bow,3
12635,Malphite**Recurve Bow,3
12636,Volibear**Chempunk Chainsword,2
12637,Vayne**Elixir of Iron,2
12638,Orianna**Fimbulwinter,2
12639,Urgot**Galeforce,2
12640,Neeko**Commencing Stopwatch,2
12641,Yone**Hullbreaker,2
12642,Vladimir**Pickaxe,2
12643,Warwick**Crown of the Shattered Queen,2
12644,Kaisa**Lost Chapter,2
12645,Irelia**Dead Man's Plate,2
12646,Nidalee**Stormrazor,2
12647,Fizz**Long Sword,2
12648,Rakan**Sheen,2
12649,Corki**Mobility Boots,2
12650,Akshan**Sterak's Gage,2
12651,Zyra**Moonstone Renewer,2
12652,Sion**Noonquiver,2
12653,LeeSin**Moonstone Renewer,2
12654,Trundle**Hexdrinker,2
12655,Twitch**Hextech Rocketbelt,2
12656,Camille**Immortal Shieldbow,2
12657,Lulu**Runaan's Hurricane,2
12658,Poppy**Zhonya's Hourglass,2
12659,Garen**Noonquiver,2
12660,Kled**Frozen Heart,2
12661,Yasuo**Redemption,2
12662,Rengar**Noonquiver,2
12663,Trundle**Demonic Embrace,2
12664,TwistedFate**Guardian Angel,2
12665,Hecarim**Mikael's Blessing,2
12666,Vi**Zhonya's Hourglass,2
12667,Akali**Tear of the Goddess,2
12668,Ryze**Muramana,2
12669,Twitch**Liandry's Anguish,2
12670,Vex**Boots of Swiftness,2
12671,Ezreal**Spellthief's Edge,2
12672,Ezreal**Crystalline Bracer,2
12673,Kennen**Commencing Stopwatch,2
12674,Kayn**Frostfire Gauntlet,2
12675,Amumu**Cloak of Agility,2
12676,Urgot**Abyssal Mask,2
12677,Thresh**Stormrazor,2
12678,Shen**Lich Bane,2
12679,Aatrox**Wit's End,2
12680,Kennen**Spectre's Cowl,2
12681,Rumble**Guardian Angel,2
12682,Nunu**Serrated Dirk,2
12683,Cassiopeia**Abyssal Mask,2
12684,KogMaw**Everfrost,2
12685,Volibear**Morellonomicon,2
12686,Nidalee**Guardian Angel,2
12687,Mordekaiser**Verdant Barrier,2
12688,Leblanc**Perfectly Timed Stopwatch,2
12689,RekSai**Pauldrons of Whiterock,2
12690,Kayn**Mejai's Soulstealer,2
12691,Ahri**Night Harvester,2
12692,AurelionSol**Ardent Censer,2
12693,Talon**Elixir of Iron,2
12694,Karthus**Lich Bane,2
12695,TwistedFate**Essence Reaver,2
12696,Yasuo**Horizon Focus,2
12697,Elise**Force of Nature,2
12698,MissFortune**Anathema's Chains,2
12699,Kalista**Kircheis Shard,2
12700,Tryndamere**Force of Nature,2
12701,Ezreal**Zeal,2
12702,Leblanc**Archangel's Staff,2
12703,Malphite**Lord Dominik's Regards,2
12704,Senna**Fimbulwinter,2
12705,Nasus**Seraph's Embrace,2
12706,Leblanc**Rapid Firecannon,2
12707,Amumu**Mikael's Blessing,2
12708,Yasuo**Frozen Heart,2
12709,Trundle**Serylda's Grudge,2
12710,Leblanc**Serpent's Fang,2
12711,Kalista**Axiom Arc,2
12712,Tryndamere**Stormrazor,2
12713,Graves**Gargoyle Stoneplate,2
12714,Kassadin**Doran's Blade,2
12715,Viego**Elixir of Iron,2
12716,Gnar**Oblivion Orb,2
12717,Olaf**Forbidden Idol,2
12718,Sejuani**Fiendish Codex,2
12719,Xerath**Long Sword,2
12720,Pantheon**Winter's Approach,2
12721,Jhin**Death's Dance,2
12722,Sylas**Relic Shield,2
12723,Kaisa**Night Harvester,2
12724,Vayne**Sorcerer's Shoes,2
12725,Shyvana**Maw of Malmortius,2
12726,Nautilus**Seraph's Embrace,2
12727,Nasus**Axiom Arc,2
12728,Ivern**Verdant Barrier,2
12729,Sivir**Death's Dance,2
12730,Pyke**Slightly Magical Footwear,2
12731,Leona**Quicksilver Sash,2
12732,Irelia**Crown of the Shattered Queen,2
12733,Viego**Demonic Embrace,2
12734,Blitzcrank**Serrated Dirk,2
12735,Jayce**Winged Moonplate,2
12736,Talon**Morellonomicon,2
12737,Hecarim**Cloak of Agility,2
12738,Lucian**Blasting Wand,2
12739,Elise**Warden's Mail,2
12740,Diana**Force of Nature,2
12741,Olaf**Faerie Charm,2
12742,Galio**Liandry's Anguish,2
12743,Rakan**Last Whisper,2
12744,Mordekaiser**Redemption,2
12745,Aatrox**Turbo Chemtank,2
12746,Corki**Serylda's Grudge,2
12747,Sion**Black Mist Scythe,2
12748,Evelynn**Riftmaker,2
12749,Lucian**Doran's Ring,2
12750,Brand**Total Biscuit of Everlasting Will,2
12751,Hecarim**Dark Seal,2
12752,Olaf**Mobility Boots,2
12753,Kayn**Void Staff,2
12754,Senna**Runesteel Spaulders,2
12755,Illaoi**Dead Man's Plate,2
12756,Anivia**Berserker's Greaves,2
12757,Corki**Sterak's Gage,2
12758,Yasuo**Black Mist Scythe,2
12759,Akali**Serrated Dirk,2
12760,Ryze**Phantom Dancer,2
12761,Nautilus**Lich Bane,2
12762,Chogath**Lich Bane,2
12763,Udyr**The Collector,2
12764,Chogath**Verdant Barrier,2
12765,Aatrox**Zhonya's Hourglass,2
12766,DrMundo**Berserker's Greaves,2
12767,Ornn**Quicksilver Sash,2
12768,Darius**Galeforce,2
12769,Amumu**Doran's Ring,2
12770,Ahri**Watchful Wardstone,2
12771,Neeko**Lord Dominik's Regards,2
12772,Udyr**Galeforce,2
12773,Urgot**Runaan's Hurricane,2
12774,Teemo**Mercurial Scimitar,2
12775,Kayle**Ardent Censer,2
12776,Vi**Galeforce,2
12777,Kennen**Minion Dematerializer,2
12778,Leona**Blade of The Ruined King,2
12779,Morgana**Dead Man's Plate,2
12780,Aatrox**Runesteel Spaulders,2
12781,Aatrox**Infinity Edge,2
12782,Akshan**Frozen Heart,2
12783,Yuumi**Boots of Swiftness,2
12784,Khazix**Spirit Visage,2
12785,Sona**Warden's Mail,2
12786,MasterYi**Ravenous Hydra,2
12787,Malphite**Hexdrinker,2
12788,Talon**Locket of the Iron Solari,2
12789,Tryndamere**Giant's Belt,2
12790,Yuumi**Berserker's Greaves,2
12791,Udyr**Rylai's Crystal Scepter,2
12792,Xerath**Plated Steelcaps,2
12793,Ahri**Galeforce,2
12794,Xayah**Black Cleaver,2
12795,Ashe**Aether Wisp,2
12796,Singed**Emberknife,2
12797,Ekko**Anathema's Chains,2
12798,Kassadin**Negatron Cloak,2
12799,Camille**Steel Shoulderguards,2
12800,Sett**Last Whisper,2
12801,Jayce**Wit's End,2
12802,Lulu**Blasting Wand,2
12803,TwistedFate**Quicksilver Sash,2
12804,Thresh**Kraken Slayer,2
12805,Yasuo**Stormrazor,2
12806,Quinn**Umbral Glaive,2
12807,Anivia**Chemtech Putrifier,2
12808,Zilean**Sapphire Crystal,2
12809,Gwen**Fimbulwinter,2
12810,KogMaw**Elixir of Sorcery,2
12811,Akshan**Essence Reaver,2
12812,Orianna**Serpent's Fang,2
12813,Volibear**Youmuu's Ghostblade,2
12814,Ashe**Lost Chapter,2
12815,Nautilus**Phage,2
12816,Jayce**Mercurial Scimitar,2
12817,Xerath**Berserker's Greaves,2
12818,Riven**Immortal Shieldbow,2
12819,AurelionSol**Force of Nature,2
12820,Janna**Lost Chapter,2
12821,Udyr**Redemption,2
12822,Teemo**Titanic Hydra,2
12823,Sion**Perfectly Timed Stopwatch,2
12824,Yasuo**Blasting Wand,2
12825,Thresh**Spirit Visage,2
12826,Sylas**Recurve Bow,2
12827,Lissandra**Rylai's Crystal Scepter,2
12828,Ekko**Lost Chapter,2
12829,Rumble**Berserker's Greaves,2
12830,Lux**Berserker's Greaves,2
12831,Jax**Lord Dominik's Regards,2
12832,Heimerdinger**Redemption,2
12833,Ahri**Noonquiver,2
12834,Katarina**Perfectly Timed Stopwatch,2
12835,Rengar**Crown of the Shattered Queen,2
12836,Talon**Rylai's Crystal Scepter,2
12837,LeeSin**Total Biscuit of Everlasting Will,2
12838,Poppy**Dagger,2
12839,Jinx**Spectre's Cowl,2
12840,Hecarim**Rabadon's Deathcap,2
12841,Tryndamere**Dead Man's Plate,2
12842,Thresh**Kircheis Shard,2
12843,Senna**Winter's Approach,2
12844,Pyke**Blade of The Ruined King,2
12845,Viego**Rabadon's Deathcap,2
12846,Nasus**Rylai's Crystal Scepter,2
12847,Jax**Winter's Approach,2
12848,FiddleSticks**Shurelya's Battlesong,2
12849,Jinx**Youmuu's Ghostblade,2
12850,Jinx**Your Cut,2
12851,Thresh**Lich Bane,2
12852,Sylas**Leeching Leer,2
12853,Gnar**Runesteel Spaulders,2
12854,Caitlyn**Your Cut,2
12855,Yone**Phage,2
12856,Yasuo**Elixir of Iron,2
12857,TwistedFate**Serrated Dirk,2
12858,Sejuani**Void Staff,2
12859,Kalista**Black Cleaver,2
12860,Kaisa**Corrupting Potion,2
12861,Thresh**Doran's Shield,2
12862,Shyvana**Mobility Boots,2
12863,Kled**Runesteel Spaulders,2
12864,Kennen**Runaan's Hurricane,2
12865,Rakan**Void Staff,2
12866,Vex**Lich Bane,2
12867,Chogath**Sheen,2
12868,Qiyana**Hextech Alternator,2
12869,Rengar**Oblivion Orb,2
12870,TahmKench**Elixir of Iron,2
12871,Teemo**Frozen Heart,2
12872,Neeko**Zeal,2
12873,Skarner**Blade of The Ruined King,2
12874,Sona**Targon's Buckler,2
12875,Skarner**Stopwatch,2
12876,Aphelios**Serylda's Grudge,2
12877,Jinx**Liandry's Anguish,2
12878,Fiora**Mortal Reminder,2
12879,Irelia**Evenshroud,2
12880,Camille**Rageknife,2
12881,Irelia**Phantom Dancer,2
12882,Renekton**Ornn upgraded item,2
12883,Anivia**Faerie Charm,2
12884,Ziggs**Kircheis Shard,2
12885,Karthus**Serpent's Fang,2
12886,XinZhao**Serylda's Grudge,2
12887,Diana**Lost Chapter,2
12888,Leona**Everfrost,2
12889,Kalista**Ionian Boots of Lucidity,2
12890,DrMundo**Chempunk Chainsword,2
12891,Vi**Cull,2
12892,Thresh**Phage,2
12893,Nasus**Black Cleaver,2
12894,MissFortune**Seraph's Embrace,2
12895,Qiyana**Fiendish Codex,2
12896,Lulu**Elixir of Sorcery,2
12897,Kaisa**Silvermere Dawn,2
12898,Diana**Evenshroud,2
12899,Draven**Black Cleaver,2
12900,Kaisa**Death's Dance,2
12901,JarvanIV**Total Biscuit of Everlasting Will,2
12902,Fiora**Mercurial Scimitar,2
12903,Katarina**Ionian Boots of Lucidity,2
12904,Elise**Health Potion,2
12905,Gangplank**Fimbulwinter,2
12906,Ekko**Abyssal Mask,2
12907,Nidalee**Noonquiver,2
12908,Riven**Blade of The Ruined King,2
12909,Neeko**Targon's Buckler,2
12910,JarvanIV**Warmog's Armor,2
12911,Sona**Blighting Jewel,2
12912,JarvanIV**Mejai's Soulstealer,2
12913,Lillia**Thornmail,2
12914,Graves**Faerie Charm,2
12915,XinZhao**Rageknife,2
12916,Sion**Minion Dematerializer,2
12917,Nami**Void Staff,2
12918,Teemo**Vigilant Wardstone,2
12919,Talon**Mejai's Soulstealer,2
12920,Rakan**Berserker's Greaves,2
12921,Lux**Aegis of the Legion,2
12922,Cassiopeia**Leeching Leer,2
12923,Shyvana**Goredrinker,2
12924,Ashe**Perfectly Timed Stopwatch,2
12925,Yorick**Fimbulwinter,2
12926,Lissandra**Long Sword,2
12927,Sivir**Quicksilver Sash,2
12928,Udyr**Guardian Angel,2
12929,Tryndamere**Lich Bane,2
12930,Gwen**Glacial Buckler,2
12931,Talon**Immortal Shieldbow,2
12932,Pantheon**Tiamat,2
12933,Blitzcrank**Imperial Mandate,2
12934,Nidalee**Death's Dance,2
12935,Blitzcrank**Verdant Barrier,2
12936,Caitlyn**Rabadon's Deathcap,2
12937,JarvanIV**Black Mist Scythe,2
12938,Aphelios**Amplifying Tome,2
12939,Viktor**Spirit Visage,2
12940,Katarina**Bramble Vest,2
12941,Shaco**Health Potion,2
12942,Garen**Pauldrons of Whiterock,2
12943,Darius**Vampiric Scepter,2
12944,Kennen**Long Sword,2
12945,Gangplank**Black Mist Scythe,2
12946,Braum**Blade of The Ruined King,2
12947,Velkoz**Spellthief's Edge,2
12948,MissFortune**Lich Bane,2
12949,Gwen**Zeal,2
12950,Rammus**Amplifying Tome,2
12951,Nautilus**Needlessly Large Rod,2
12952,Viego**Night Harvester,2
12953,Taric**Mejai's Soulstealer,2
12954,Yorick**Stopwatch,2
12955,Orianna**Sapphire Crystal,2
12956,Yorick**Ravenous Hydra,2
12957,Poppy**Hexdrinker,2
12958,RekSai**Knight's Vow,2
12959,Amumu**Forbidden Idol,2
12960,Velkoz**Chemtech Putrifier,2
12961,Irelia**Dark Seal,2
12962,Yuumi**Dagger,2
12963,Samira**Thornmail,2
12964,Anivia**Negatron Cloak,2
12965,Ahri**Hextech Rocketbelt,2
12966,Draven**Tiamat,2
12967,Gnar**Bandleglass Mirror,2
12968,Trundle**Moonstone Renewer,2
12969,Nautilus**Shard of True Ice,2
12970,Olaf**Serrated Dirk,2
12971,Sona**Crystalline Bracer,2
12972,Fizz**Seraph's Embrace,2
12973,Olaf**Winter's Approach,2
12974,Karma**Quicksilver Sash,2
12975,Nasus**Aether Wisp,2
12976,Vi**Bulwark of the Mountain,2
12977,Syndra**Spellthief's Edge,2
12978,Janna**Commencing Stopwatch,2
12979,Zac**Wit's End,2
12980,Ornn**Tiamat,2
12981,Jayce**Force of Nature,2
12982,Karthus**Mercury's Treads,2
12983,Nunu**Spellthief's Edge,2
12984,Zac**Banshee's Veil,2
12985,Sett**Rageknife,2
12986,Nasus**Mobility Boots,2
12987,Kayn**Cosmic Drive,2
12988,Sylas**Gargoyle Stoneplate,2
12989,Urgot**Mikael's Blessing,2
12990,Shaco**Spellthief's Edge,2
12991,Urgot**Dagger,2
12992,Zilean**Last Whisper,2
12993,Yone**Runesteel Spaulders,2
12994,Camille**Elixir of Iron,2
12995,Viktor**Turbo Chemtank,2
12996,Taliyah**Plated Steelcaps,2
12997,Braum**Doran's Shield,2
12998,Warwick**Lord Dominik's Regards,2
12999,Elise**Glacial Buckler,2
13000,Anivia**Spellthief's Edge,2
13001,MissFortune**Needlessly Large Rod,2
13002,Janna**Aegis of the Legion,2
13003,Ahri**Blade of The Ruined King,2
13004,Diana**Bulwark of the Mountain,2
13005,JarvanIV**Mortal Reminder,2
13006,Jayce**Aether Wisp,2
13007,Seraphine**Locket of the Iron Solari,2
13008,Caitlyn**Faerie Charm,2
13009,Velkoz**Guardian Angel,2
13010,Vi**Vigilant Wardstone,2
13011,Thresh**Dark Seal,2
13012,Katarina**Axiom Arc,2
13013,Varus**Kindlegem,2
13014,Soraka**Hextech Alternator,2
13015,Kayle**Bramble Vest,2
13016,Sona**Long Sword,2
13017,Ryze**Negatron Cloak,2
13018,Zoe**Minion Dematerializer,2
13019,Katarina**Abyssal Mask,2
13020,Rengar**Rapid Firecannon,2
13021,TwistedFate**Bandleglass Mirror,2
13022,Camille**Redemption,2
13023,Malphite**Redemption,2
13024,Nasus**Knight's Vow,2
13025,Diana**Abyssal Mask,2
13026,Teemo**Bulwark of the Mountain,2
13027,Kayle**Ravenous Hydra,2
13028,Warwick**Winter's Approach,2
13029,Shen**Ravenous Hydra,2
13030,Thresh**Tiamat,2
13031,Malzahar**Evenshroud,2
13032,Diana**Your Cut,2
13033,Gwen**Dead Man's Plate,2
13034,Veigar**Rylai's Crystal Scepter,2
13035,AurelionSol**Archangel's Staff,2
13036,Jhin**Giant's Belt,2
13037,Karma**Aegis of the Legion,2
13038,Warwick**Sapphire Crystal,2
13039,Volibear**Hextech Rocketbelt,2
13040,Kassadin**Caulfield's Warhammer,2
13041,Sion**Muramana,2
13042,Kalista**Doran's Shield,2
13043,Sivir**Corrupting Potion,2
13044,Ahri**Imperial Mandate,2
13045,Tryndamere**Winged Moonplate,2
13046,Skarner**Guardian Angel,2
13047,Nidalee**Sapphire Crystal,2
13048,Udyr**Watchful Wardstone,2
13049,Janna**Seraph's Embrace,2
13050,Kled**Galeforce,2
13051,Kayle**Sapphire Crystal,2
13052,Rumble**Abyssal Mask,2
13053,Volibear**Pauldrons of Whiterock,2
13054,Udyr**Muramana,2
13055,Sejuani**Pauldrons of Whiterock,2
13056,Riven**Gargoyle Stoneplate,2
13057,Nautilus**Morellonomicon,2
13058,Vi**Seeker's Armguard,2
13059,Sion**Eclipse,2
13060,MonkeyKing**Frostfire Gauntlet,2
13061,Olaf**Dark Seal,2
13062,Lulu**Commencing Stopwatch,2
13063,Sett**Maw of Malmortius,2
13064,Leona**Shard of True Ice,2
13065,Lillia**Aegis of the Legion,2
13066,Vladimir**Titanic Hydra,2
13067,Jayce**Immortal Shieldbow,2
13068,Syndra**Giant's Belt,2
13069,Nami**Zeal,2
13070,Shaco**Warmog's Armor,2
13071,Varus**Hexdrinker,2
13072,Leona**Hextech Rocketbelt,2
13073,KogMaw**Last Whisper,2
13074,Kalista**Zhonya's Hourglass,2
13075,Vex**Your Cut,2
13076,Shen**Tear of the Goddess,2
13077,Corki**Navori Quickblades,2
13078,MonkeyKing**Mercurial Scimitar,2
13079,Trundle**The Collector,2
13080,Brand**Riftmaker,2
13081,Sylas**Sapphire Crystal,2
13082,Ezreal**Oblivion Orb,2
13083,JarvanIV**Hexdrinker,2
13084,Qiyana**Fimbulwinter,2
13085,Alistar**Spirit Visage,2
13086,Nocturne**Hailblade,2
13087,Ekko**Leeching Leer,2
13088,Leblanc**Demonic Embrace,2
13089,Zoe**Nashor's Tooth,2
13090,Malphite**Trinity Force,2
13091,MissFortune**Minion Dematerializer,2
13092,Nami**Everfrost,2
13093,Graves**Moonstone Renewer,2
13094,Akali**Minion Dematerializer,2
13095,Katarina**Duskblade of Draktharr,2
13096,Maokai**Commencing Stopwatch,2
13097,Zoe**Dagger,2
13098,Neeko**Executioner's Calling,2
13099,Volibear**Night Harvester,2
13100,Kaisa**Banshee's Veil,2
13101,Yone**Mejai's Soulstealer,2
13102,Khazix**Glacial Buckler,2
13103,Katarina**Sapphire Crystal,2
13104,KogMaw**Mobility Boots,2
13105,Yone**Essence Reaver,2
13106,Camille**Infinity Edge,2
13107,FiddleSticks**Targon's Buckler,2
13108,Jinx**Black Mist Scythe,2
13109,Sylas**Rapid Firecannon,2
13110,Swain**Thornmail,2
13111,Velkoz**Shurelya's Battlesong,2
13112,Warwick**Needlessly Large Rod,2
13113,Jax**Last Whisper,2
13114,Akshan**Elixir of Wrath,2
13115,Malzahar**Night Harvester,2
13116,Kayle**Vigilant Wardstone,2
13117,Tristana**Phage,2
13118,Yasuo**Shurelya's Battlesong,2
13119,Varus**Perfectly Timed Stopwatch,2
13120,Katarina**Trinity Force,2
13121,Gnar**Tiamat,2
13122,Azir**Archangel's Staff,2
13123,Heimerdinger**Archangel's Staff,2
13124,Quinn**Winged Moonplate,2
13125,Akali**Executioner's Calling,2
13126,Bard**Elixir of Iron,2
13127,Senna**Staff of Flowing Water,2
13128,Leona**Trinity Force,2
13129,RekSai**Tear of the Goddess,2
13130,Rumble**Corrupting Potion,2
13131,Yorick**Frozen Heart,2
13132,Zac**Glacial Buckler,2
13133,Tryndamere**Rapid Firecannon,2
13134,Orianna**Rylai's Crystal Scepter,2
13135,Irelia**Hextech Alternator,2
13136,Udyr**Mortal Reminder,2
13137,Neeko**Spectre's Cowl,2
13138,Nautilus**Commencing Stopwatch,2
13139,Draven**Cosmic Drive,2
13140,Nidalee**Immortal Shieldbow,2
13141,Swain**Berserker's Greaves,2
13142,Ivern**Blasting Wand,2
13143,Twitch**Emberknife,2
13144,Varus**Verdant Barrier,2
13145,Corki**Fimbulwinter,2
13146,Shyvana**Serylda's Grudge,2
13147,Shyvana**Anathema's Chains,2
13148,Kennen**Recurve Bow,2
13149,KogMaw**Death's Dance,2
13150,Maokai**Hextech Rocketbelt,2
13151,Nami**Corrupting Potion,2
13152,Viego**Amplifying Tome,2
13153,Jayce**Tiamat,2
13154,Karthus**Everfrost,2
13155,Akshan**Stridebreaker,2
13156,Nasus**Perfectly Timed Stopwatch,2
13157,Zilean**Rageknife,2
13158,Elise**Guardian Angel,2
13159,Samira**Aegis of the Legion,2
13160,Corki**Hextech Alternator,2
13161,Singed**Ornn upgraded item,1
13162,Azir**Cull,2
13163,Ziggs**Frostfang,2
13164,Trundle**Rylai's Crystal Scepter,2
13165,Taric**Ornn upgraded item,2
13166,Lux**Fimbulwinter,2
13167,Ezreal**Giant's Belt,2
13168,Quinn**Giant's Belt,2
13169,DrMundo**Stopwatch,2
13170,Yorick**Prowler's Claw,2
13171,Irelia**Night Harvester,2
13172,Leblanc**B. F. Sword,2
13173,Shaco**Anathema's Chains,2
13174,MissFortune**Randuin's Omen,2
13175,Shyvana**Verdant Barrier,2
13176,Katarina**Force of Nature,2
13177,Heimerdinger**Vigilant Wardstone,2
13178,Nidalee**Quicksilver Sash,2
13179,Rengar**Bami's Cinder,2
13180,LeeSin**Trinity Force,2
13181,Vayne**Emberknife,2
13182,Malphite**Imperial Mandate,2
13183,Akali**Bami's Cinder,2
13184,Ahri**Axiom Arc,2
13185,Katarina**The Collector,2
13186,Zilean**The Collector,2
13187,Heimerdinger**Total Biscuit of Everlasting Will,2
13188,Mordekaiser**Crown of the Shattered Queen,2
13189,Lucian**Your Cut,2
13190,Sona**Winter's Approach,2
13191,Akshan**Rabadon's Deathcap,2
13192,Thresh**Quicksilver Sash,2
13193,Irelia**Serylda's Grudge,2
13194,Udyr**Shurelya's Battlesong,2
13195,Shaco**Spectre's Cowl,2
13196,Lulu**Spectre's Cowl,2
13197,Maokai**Perfectly Timed Stopwatch,2
13198,Sivir**Mercurial Scimitar,2
13199,MonkeyKing**Prowler's Claw,2
13200,XinZhao**Seeker's Armguard,2
13201,Jhin**Force of Nature,2
13202,Graves**Thornmail,2
13203,Neeko**Lich Bane,2
13204,Nami**Randuin's Omen,2
13205,Gangplank**Edge of Night,2
